"Namespace(dataset='mpg', epoch=500, kfold=5, kfold10=10, lr=0.01, size=50)"
valloss
6.5066376
12.621507
5.1358023
9.64241
6.164838
17.553562
21.49729
14.678293
9.4876175
10.549183
24.01186
18.260292
3.5951946
8.781191
7.9973803
9.86714
3.5557232
17.899881
7.0503798
4.947857
12.006101
5.453638
8.376972
8.3321085
15.1247425
6.9525747
7.245924
11.893364
18.281563
19.285557
18.299904
10.295738
22.603292
9.467829
24.37795
4.6022243
11.56298
17.5312
17.059113
19.06267
16.356016
9.656748
22.698929
6.872587
22.152256
13.007276
15.544584
7.473897
26.047596
16.783777
20.156794
23.601547
34.772404
6.5592957
5.355361
30.741035
5.0121665
3.797534
9.130678
9.6299925
3.4157917
7.171164
8.60167
1.7048625
8.5985985
9.720809
3.3987164
20.718924
5.1732025
8.492027
2.2583575
4.6970363
30.3121
12.538565
4.206397
28.290476
2.1168807
19.698828
31.068638
7.648317
8.845685
10.700657
8.298824
7.3811283
2.925922
5.5267897
7.439249
2.3834834
29.017414
18.59916
10.540218
15.324015
3.6392226
5.590296
12.210517
10.139544
1.2039499
10.861661
39.64411
12.317383
"Namespace(dataset='mpg', epoch=500, kfold=5, kfold10=10, lr=0.01, size=50)"
valloss
12.835069
6.9851284
7.9567313
4.786306
15.323119
11.259663
11.952843
13.529994
19.866526
13.777885
25.082296
28.563076
4.59717
18.021347
22.88588
17.001078
12.485663
24.355293
9.696547
14.738141
22.951849
18.944069
27.579231
17.09774
5.262761
3.3809538
15.922489
15.251558
6.03033
13.812355
14.995454
6.3004923
13.793953
6.286926
12.4047985
5.459417
16.36728
24.694908
6.2382307
5.618024
5.4437623
10.611231
9.126759
7.0725555
11.268994
4.930628
5.7916408
5.9987516
7.867318
20.887905
20.671068
22.85015
2.3080847
6.6695614
7.301806
3.8231752
11.027331
6.540818
27.618534
11.781392
10.282625
5.5546317
3.0503683
9.045549
3.8823254
4.426997
3.318779
4.779819
5.874422
12.403907
7.078126
1.9772757
27.271067
5.1505737
3.7946017
4.782144
29.074856
7.4704275
8.118599
3.7017994
23.368671
6.302829
13.790694
3.742651
2.5579834
29.631556
29.47976
19.77135
8.5848465
3.0923295
12.945742
31.220562
4.4571757
4.074259
28.146505
6.3531704
6.0751286
9.012215
24.153439
4.31357
"Namespace(dataset='mpg', epoch=500, kfold=5, kfold10=10, lr=0.01, size=50)"
valloss
29.797602
8.2925205
24.866014
9.44631
26.525738
9.266103
24.95932
10.16971
7.969721
4.240886
8.7638235
8.376558
7.748756
9.867933
3.336732
15.52936
16.32786
7.7427797
16.49328
19.615799
22.120497
13.561903
7.0497475
30.75356
6.429138
8.576691
23.187891
7.531438
5.2467403
7.317557
18.05132
4.5417943
15.406811
13.988946
6.9293995
15.768799
6.860501
15.765509
7.1785903
17.023996
9.107676
4.802685
17.150326
25.796295
6.1099215
5.657593
30.281178
9.863882
14.342077
8.042315
6.128574
48.695133
7.5879726
3.1617901
2.5837815
12.5825
12.663673
47.31775
5.6485004
6.2975774
4.134694
8.058713
7.0392838
11.946318
40.291035
18.942783
5.490946
24.885801
10.686696
20.296537
24.632343
4.558836
4.168231
3.0390139
9.630644
3.4950023
43.876667
10.839576
14.628609
5.329503
21.796799
4.077099
25.059961
45.55754
4.425451
9.879433
5.3216987
4.238781
2.574156
1.8434136
23.182545
12.503099
33.210068
10.456587
8.714214
32.03306
24.642105
4.5825605
8.2729435
5.7960396
